date,vix_value
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
2026-02-13,13.289999961853027
